Z mean train,Q Predictions Max,Q Predictions Mean,Number of env steps total,Train Time (s),Q Predictions Min,QF Loss,RF Loss,KL Divergence,Policy log std Max,Policy Loss,Sample Time (s),Number of rollouts total,Policy log std Mean,Epoch,Log Pis Std,Epoch Time (s),KL Loss,Z mean eval,AverageReturn_all_train_tasks,R Predictions Mean,Policy log std Std,AverageReturn_all_test_tasks,Log Pis Mean,Policy log std Min,R Predictions Max,Q Predictions Std,R Predictions Std,VF Loss,V Predictions Std,V Predictions Min,Number of train steps total,Total Train Time (s),Log Pis Max,Z variance eval,Policy mu Std,Z variance train,Log Pis Min,Policy mu Min,R Predictions Min,V Predictions Max,Policy mu Mean,V Predictions Mean,(Previous) Eval Time (s),Policy mu Max
0.0677587,1521.91,64.4533,2235000,106.4866183569975,-227.904,1273.27,29.2712,116.60842895507812,0.0767747,-66.5221,32.955586323005264,29300,-0.196012,143,3.89282,236.51136894300726,11.660842895507812,0.746624,121.723223835,-0.00446055,0.162549,-81.1187438762,-1.26079,-1.62718,-0.00363112,80.3845,0.000333028,111.828,80.2219,-221.028,144000,33918.44170350662,26.21,0.0723743,0.739071,0.0575321,-6.11323,-4.04922,-0.00530873,1525.82,-0.286448,60.725,97.0691642630045,5.48364
0.0475076,3902.06,72.7136,2250000,105.88089633899654,-168.899,2607.94,3534.22,111.62548065185547,0.343156,-77.7054,32.65721128998848,29500,-0.203401,144,2.83985,235.64344348798477,11.162548065185547,0.311647,-58.5032768014,-0.00449727,0.129164,100.062629588,-1.71397,-1.41349,-0.00367648,146.171,0.000319548,454.286,152.986,-99.9329,145000,34153.881775153604,16.1478,0.0525811,0.611678,0.0546984,-5.62511,-2.86037,-0.00530626,4299.64,-0.18234,70.9249,97.10533585899975,4.67103
0.76246,2994.25,61.0691,2265000,104.7733587449984,-286.281,624.599,13242.1,126.81117248535156,0.470703,-65.3201,32.619740370995714,29700,-0.172867,145,4.05708,234.29611017098796,12.681117057800293,0.284638,-38.7309948355,-0.00441836,0.192185,-73.4536914897,-0.981382,-1.54505,-0.00364937,149.185,0.000331153,313.113,156.203,-350.321,146000,34387.74604296759,20.9566,0.0466475,0.822205,0.0736477,-7.07945,-3.90887,-0.0052372,3048.31,-0.245363,75.1807,96.90301105499384,5.73786
0.0272677,5623.44,67.4432,2280000,104.83178724800382,-324.521,7382.6,685.46,126.91837310791016,0.302667,-71.2045,32.903285898028116,29900,-0.233783,146,3.83538,234.20743997403042,12.691837310791016,0.324696,-28.1723167708,-0.00440739,0.186491,-44.2988650977,-0.792889,-1.59195,-0.0037694,186.084,0.000313245,344.254,192.646,-273.555,147000,34622.55877853162,16.1318,0.0507229,0.839751,0.0402909,-5.90373,-3.65573,-0.00513656,5559.93,-0.260029,83.1752,96.47236682799848,4.14001
0.0355295,4125.9,102.086,2295000,105.79830820500501,-533.478,3140.53,4552.0,132.3192901611328,0.179451,-109.276,32.49284714803798,30100,-0.247294,147,4.36038,235.36990974804212,13.231928825378418,0.434323,247.462360606,-0.00443352,0.212957,-41.5907453762,-0.27358,-1.61152,-0.00355551,222.509,0.000387347,272.156,221.024,-421.249,148000,34858.30267507966,29.4189,0.0526317,0.947288,0.0329276,-6.3314,-5.64345,-0.00533719,4003.46,-0.32458,103.761,97.07875439499912,5.49343
0.508308,9192.47,108.548,2310000,106.26566835999984,-487.721,3913.21,4702.61,136.08087158203125,0.330956,-107.753,32.788134435992106,30300,-0.292806,148,4.34248,236.5083092819914,13.608087539672852,0.523099,-75.1418283129,-0.00434779,0.212443,-44.3766672852,-0.152744,-1.86466,-0.00351248,271.847,0.000372045,292.915,269.428,-663.055,149000,35093.383255524655,21.1415,0.0656381,0.945223,0.0596355,-7.61259,-4.69793,-0.00526445,8918.32,-0.366347,116.07,97.45450648599945,4.11756
0.0589449,6799.28,146.373,2325000,105.41024974700122,-531.647,5286.37,2533.42,140.62139892578125,0.30342,-152.021,32.30215615598718,30500,-0.351415,149,5.63658,233.739889913988,14.062140464782715,0.479057,194.260876893,-0.0043958,0.244336,-81.6526534039,1.60682,-2.26606,-0.00367069,302.372,0.000362359,715.639,325.107,-453.815,150000,35327.85795973164,33.836,0.0614489,1.27164,0.0256006,-6.27825,-4.57421,-0.00526145,6898.75,-0.420425,158.624,96.02748401099961,7.53581
0.0545101,4916.08,187.683,2340000,105.79162776900193,-821.976,6519.55,10847.9,142.65953063964844,0.266812,-201.673,32.96422065598017,30700,-0.466856,150,6.04755,235.51959244097816,14.265953063964844,0.415389,-68.5988474762,-0.00443093,0.230197,-43.4652094165,3.6893,-1.59926,-0.00362928,330.844,0.000394357,363.86,334.871,-840.78,151000,35563.54198139062,25.0789,0.0569757,1.46224,0.0234247,-6.76013,-5.14406,-0.00540605,4560.6,-0.715629,201.837,96.76374401599605,4.71201
0.0531666,5995.44,272.183,2355000,105.92776869500085,-849.631,5416.99,9497.83,148.55789184570312,0.380855,-290.087,32.98906554000132,30900,-0.510223,151,5.80407,235.84622318900801,14.855789184570312,0.737386,-76.8373495186,-0.00448128,0.183857,-78.9841932718,5.43185,-1.57784,-0.00360818,393.834,0.000353617,402.869,409.807,-994.097,152000,35799.02284617263,36.059,0.0825878,1.68016,0.0215101,-8.93461,-3.99867,-0.0053236,5861.51,-0.757156,298.212,96.92938895400584,6.92638
0.624398,6938.41,306.25,2370000,104.04986739699962,-616.187,4234.26,4599.04,146.96646118164062,0.545292,-324.248,32.512132385978475,31100,-0.51407,152,5.71672,233.1272503699729,14.696646690368652,0.524903,-77.0881166631,-0.0043682,0.184596,-74.5142634151,6.31613,-1.58503,-0.00366063,465.246,0.00040146,288.484,476.8,-602.428,153000,36031.1171994466,26.9864,0.0720003,1.75416,0.0728592,-8.25002,-5.92657,-0.00537351,7291.91,-0.854652,330.278,96.56525058699481,4.93158
0.548054,4758.4,346.562,2385000,105.46802806600317,-1029.72,22089.7,10352.2,134.9066162109375,0.561616,-402.522,32.11069510100788,31300,-0.579169,153,5.22437,233.11284293101198,13.49066162109375,0.234928,-77.1687517342,-0.00425846,0.166977,-78.0714516223,8.43003,-1.2835,-0.00362984,456.741,0.00037867,2805.66,456.82,-963.01,154000,36264.603022513606,27.3585,0.0488616,1.94028,0.0734489,-6.07151,-6.6255,-0.0053985,5331.7,-1.03666,376.422,95.53411976400093,5.46362
0.210917,7568.44,505.232,2400000,106.4199785669989,-1117.61,11891.2,1522.02,139.77963256835938,1.13902,-535.672,32.6880529609698,31500,-0.611275,154,3.64943,235.0158515249641,13.9779634475708,0.268845,-72.254152844,-0.00432933,0.124431,-69.2845471311,9.30899,-1.47617,-0.00364507,486.308,0.000399063,415.781,499.336,-883.779,155000,36501.021936433564,25.9362,0.0487545,1.95495,0.0473928,-6.76382,-15.4561,-0.00541958,7868.91,-1.14235,541.024,95.90781999699539,5.70854
0.250089,4919.17,587.839,2415000,106.48332346100506,-445.227,8349.28,897.976,137.69866943359375,0.652487,-621.112,32.85832181798469,31700,-0.603597,155,3.79925,236.6544105199864,13.769866943359375,0.215082,-68.4384506592,-0.00429724,0.1372,-65.3348411408,9.39799,-1.20809,-0.00355401,495.393,0.00039664,415.642,501.837,-416.412,156000,36738.35218347556,30.1841,0.0479138,1.98908,0.0511741,-6.83739,-4.23436,-0.00536323,4820.77,-1.14578,609.721,97.31276524099667,6.68275
0.0883486,6120.57,802.238,2430000,105.92611857799784,-870.097,30648.9,78.0372,141.60345458984375,0.579137,-832.231,32.83758792899607,31900,-0.616704,156,3.91018,236.75328725299187,14.160346031188965,0.250983,-72.7065866328,-0.00433723,0.121684,-72.3008534538,10.4958,-1.50817,-0.00370461,661.13,0.000358981,1065.79,687.448,-767.558,157000,36974.929687621545,39.4767,0.0509772,2.1693,0.0173529,-7.10525,-5.55723,-0.00536732,6398.09,-1.08422,851.176,97.98958074599796,7.46137
0.0644956,8371.05,936.086,2445000,106.40841739800089,-1155.67,36761.7,458.258,141.42445373535156,0.66131,-970.394,33.003987500029325,32100,-0.642592,157,3.66131,237.22777043902897,14.14244556427002,0.277892,105.824713965,-0.00433847,0.125441,380.490733385,11.1668,-1.50613,-0.00367208,694.498,0.000357126,1304.72,707.744,-1236.15,158000,37212.078499404575,27.3118,0.0380458,2.21004,0.0205908,-5.07468,-6.37591,-0.00536332,8401.28,-1.15,999.931,97.81536554099876,6.11328
0.0395388,7142.29,1144.57,2460000,105.58605468499445,-860.296,41372.8,28.1918,147.64291381835938,0.407109,-1156.49,33.00378318002913,32300,-0.629436,158,3.72538,236.327200380023,14.764291763305664,0.152106,222.425298503,-0.00431593,0.1371,350.472666048,11.1197,-1.57073,-0.00370297,705.234,0.000362305,943.767,708.872,-1011.98,159000,37448.0881217286,24.6748,0.0292567,2.1754,0.0205922,-7.37655,-5.8719,-0.00529706,6962.02,-1.21156,1146.68,97.7373625149994,5.44138
0.0865604,6027.81,1210.42,2475000,106.04768849499669,-639.227,31961.1,66.4746,156.29513549804688,0.482691,-1261.58,32.942636760031746,32500,-0.631601,159,3.42581,236.41152565102675,15.62951374053955,0.0788102,396.16970788,-0.00436608,0.10107,207.520731501,11.2026,-1.68304,-0.00375318,645.353,0.000329136,557.704,661.579,-613.025,160000,37683.35727496362,21.071,0.023138,2.21135,0.0310762,-5.08776,-5.69721,-0.00520618,6142.33,-1.17074,1272.99,97.42120039599831,4.47008
0.0997563,6674.89,1227.1,2490000,104.39604584899644,-2374.87,28531.5,3637.7,153.53631591796875,2.0,-1259.75,32.290662221988896,32700,-0.61818,160,3.39225,232.9675604499862,15.353631973266602,0.0679459,102.316586118,-0.00427603,0.132818,209.149775976,11.3347,-1.43907,-0.00371309,640.135,0.000336483,1222.03,642.859,-1912.19,161000,37915.472938814615,23.7368,0.0238851,2.2866,0.0267271,-7.16431,-29.9867,-0.00546112,6734.97,-1.173,1284.85,96.28085237900086,8.68603
0.0361804,5019.06,1238.23,2505000,105.50997133199417,-2045.65,40599.2,509.672,158.32870483398438,2.0,-1277.46,32.40025614998012,32900,-0.644512,161,3.79626,233.33980373697705,15.832870483398438,0.215656,293.299306595,-0.00430156,0.109929,315.189508345,11.7718,-1.69483,-0.00371704,611.417,0.000346813,853.333,619.315,-2137.34,162000,38150.0179775346,22.0049,0.0344965,2.22499,0.0283173,-7.05901,-18.281,-0.00524377,5098.97,-1.30489,1299.16,95.42957625500276,6.38613
0.128512,11612.7,1277.08,2520000,105.4118377220002,-1037.67,34966.3,5379.61,157.4035186767578,2.0,-1302.94,32.54820978697535,33100,-0.569527,162,3.79583,234.5968626389731,15.740351676940918,0.0348534,306.988216596,-0.00429762,0.160966,105.983091629,9.30327,-1.57749,-0.00373883,674.027,0.000361564,1352.02,685.993,-1117.32,163000,38384.46288553457,31.5492,0.0229856,1.93298,0.0248298,-5.7926,-19.7589,-0.0053186,13415.3,-1.26116,1305.95,96.63681512999756,7.55331
0.0361099,9751.02,1455.32,2535000,104.96597257300164,-1679.81,41853.0,744.719,158.32431030273438,2.0,-1491.55,32.555382390004524,33300,-0.647554,163,3.50425,234.00755371200648,15.832430839538574,0.0522177,344.788076055,-0.00425388,0.123749,35.2747041391,10.9811,-1.90753,-0.00376353,733.071,0.000300893,1323.06,746.037,-1787.94,164000,38619.029612165585,42.5778,0.0194196,2.2094,0.0221747,-4.65905,-30.0014,-0.00523086,9887.66,-1.1568,1470.3,96.48619874900032,11.0032
0.0378382,14192.6,1512.8,2550000,103.83873158599454,-943.194,33947.8,1878.6,160.38035583496094,1.78254,-1557.86,32.6617506990151,33500,-0.642086,164,3.84169,233.546634344013,16.038036346435547,0.0450148,275.928439507,-0.00434186,0.119879,97.9596624023,10.6736,-2.37293,-0.00377441,776.045,0.000353573,734.838,789.544,-1065.75,165000,38852.523709853594,52.2785,0.0198092,2.20787,0.0231031,-3.97409,-10.5226,-0.0054316,14326.4,-1.07917,1572.37,97.04615205900336,18.593
0.0631208,7593.71,1658.72,2565000,105.72705517100258,-1160.79,39600.3,657.943,166.0821075439453,0.828323,-1686.07,32.73349726199376,33700,-0.635481,165,3.23523,235.4552958389977,16.608211517333984,0.0599419,901.786798184,-0.00431347,0.110962,778.264310769,10.4304,-1.36648,-0.00374866,715.552,0.000348349,1833.38,710.571,-1234.0,166000,39088.27888106461,23.156,0.0207575,2.10657,0.0196336,-3.97413,-4.83781,-0.00540348,7487.63,-1.14498,1652.94,96.99474340600136,5.75562
0.145152,9747.57,1554.58,2580000,104.89972203499929,-1042.0,38837.9,13572.4,163.9837646484375,0.645115,-1571.25,32.876616451008886,33900,-0.615232,166,3.69891,235.07229926600849,16.39837646484375,0.112659,397.297255473,-0.00423036,0.145736,410.830428169,8.9979,-1.46343,-0.00378175,692.822,0.000310827,466.963,693.157,-1079.9,167000,39323.35262127661,22.2366,0.0166168,1.97098,0.0175707,-7.15575,-5.69749,-0.0052059,9288.17,-1.07862,1576.89,97.29596078000031,6.06546
0.065841,9858.96,1650.96,2595000,104.68416876599804,-1169.53,54569.2,4321.26,166.78367614746094,0.481269,-1679.16,32.94119832902652,34100,-0.611817,167,3.35803,234.92434943202534,16.678367614746094,0.0828605,1290.67428392,-0.00432177,0.160242,1068.09737507,9.15329,-1.68572,-0.00378509,747.101,0.000363278,437.839,746.679,-1140.56,168000,39558.605246325635,22.4978,0.018092,1.93112,0.0194332,-5.48587,-6.30086,-0.00524908,9565.65,-1.16008,1675.42,97.29898233700078,6.44021
0.341463,12435.3,1569.09,2610000,104.79383036000218,-1303.87,30404.6,7607.61,165.77011108398438,0.449608,-1592.78,32.5441171860075,34300,-0.628686,168,3.37094,234.96616596201056,16.577011108398438,0.148664,975.030242884,-0.0042403,0.132253,317.722146276,9.60696,-1.64994,-0.00367026,740.192,0.000354923,550.564,747.992,-1272.33,169000,39793.02800518664,30.5885,0.0160286,2.03506,0.0321204,-7.4225,-5.80466,-0.00549813,12468.5,-1.10166,1592.95,97.62821841600089,15.1456
0.0559005,8652.98,1594.64,2625000,104.57351123599801,-3183.74,55509.8,3795.63,170.49249267578125,0.602212,-1626.86,32.402145298990945,34500,-0.612819,169,3.31929,234.0619173239902,17.04924964904785,0.432436,901.183891086,-0.00429564,0.133735,162.417416692,9.66298,-1.42172,-0.00378775,849.749,0.0003226,862.933,868.375,-3145.85,170000,40027.09845405662,29.0318,0.0146881,2.06476,0.0189109,-6.69846,-6.09642,-0.00533887,8661.46,-1.05972,1613.45,97.08626078900124,7.33879
0.0604189,14713.0,1853.35,2640000,103.52459447999718,-775.712,46551.9,17468.0,169.11849975585938,1.73873,-1873.56,32.53296555999259,34700,-0.596008,170,3.63558,233.15439012598654,16.911849975585938,0.278812,710.080108035,-0.00432084,0.16121,243.562341643,9.62449,-1.4546,-0.00377083,912.342,0.00034408,903.307,913.319,-667.367,171000,40260.272979724614,35.8192,0.0138941,2.05499,0.0213534,-6.43563,-5.92599,-0.00534982,14798.0,-1.1758,1882.05,97.09683008599677,33.383
0.0766017,10233.1,1875.08,2655000,104.80052238800272,-1549.06,60853.7,21677.7,169.15597534179688,0.948173,-1924.24,32.97431123301067,34900,-0.615413,171,3.4808,234.8927699330161,16.915597915649414,0.318057,1205.81833624,-0.00434336,0.125036,1248.02984612,10.2068,-1.49319,-0.00366416,941.617,0.00039104,1020.91,960.023,-1559.15,172000,40495.47745659962,41.928,0.0142168,2.12838,0.0209572,-6.72386,-4.61458,-0.00551467,9882.0,-1.09139,1936.04,97.11793631200271,8.02296
0.105623,9693.11,1742.38,2670000,104.5402767179985,-1464.88,68858.3,31619.6,170.3033905029297,1.10272,-1774.49,33.17555186001846,35100,-0.595336,172,3.72247,235.14681056601694,17.03034019470215,0.0415138,432.834748432,-0.004335,0.158977,315.564532006,9.62608,-1.48683,-0.00370707,982.42,0.000377045,2729.77,995.277,-1619.71,173000,40729.58350230664,38.5791,0.0192695,2.10639,0.0153115,-6.42267,-5.57389,-0.00553489,9648.79,-0.987135,1733.01,97.43098198799998,9.15298
0.134194,16953.8,1803.22,2685000,105.112863113005,-1416.99,88700.4,37305.2,172.0471954345703,2.0,-1840.22,32.54128551504982,35300,-0.61291,173,3.82452,234.04572356605786,17.20471954345703,0.212089,691.060323829,-0.00428883,0.130662,618.339469886,10.2472,-1.37815,-0.0037877,1070.17,0.000360452,1308.07,1087.41,-1607.94,174000,40964.5896620457,44.096,0.0153887,2.23637,0.0163861,-4.27116,-7.10673,-0.00541986,16756.5,-1.03537,1820.36,96.39157493800303,37.064
0.136518,27740.2,1934.13,2700000,103.80865627899766,-4235.42,78175.8,77769.7,172.625244140625,2.0,-1981.04,32.90423135999299,35500,-0.598526,174,3.83444,234.0663485109908,17.26252555847168,0.0709225,1248.36692671,-0.00427112,0.147145,678.804614406,9.74205,-1.23713,-0.00380211,1205.54,0.000337277,1263.67,1214.32,-4209.35,175000,41198.01651510871,44.7468,0.0170831,2.18478,0.0171958,-5.22485,-6.08445,-0.00535093,27804.3,-1.136,1975.4,97.35346087200014,61.9345
0.791144,26055.1,1568.94,2715000,105.13764019100199,-2476.96,56645.8,11762.3,171.84353637695312,2.0,-1608.71,32.8149265280008,35700,-0.601067,175,4.13436,234.66807969500223,17.184354782104492,0.109154,1475.57620562,-0.00418693,0.165215,1299.22092017,9.3214,-1.31751,-0.00366879,1149.22,0.000332774,1310.8,1173.28,-2546.28,176000,41433.25920959971,44.4271,0.0165166,2.12259,0.0305329,-5.37819,-4.83346,-0.00537491,25618.6,-1.05887,1591.34,96.71551297599945,53.1297
0.0660897,15543.3,1937.46,2730000,104.73945630199887,-1266.0,89642.3,88471.9,173.72207641601562,2.0,-1971.53,32.78463668400218,35900,-0.6066,176,3.99702,234.81537964900053,17.372207641601562,0.0546898,1545.56750194,-0.00427295,0.179001,1039.31656625,9.85999,-1.23086,-0.00358569,1217.04,0.000370484,1969.46,1229.22,-1502.56,177000,41667.8609317607,44.2552,0.0175684,2.17641,0.0203077,-6.59678,-6.27246,-0.00557956,14998.1,-1.03834,1952.84,97.29128666299948,42.2188
0.116562,18216.6,2402.6,2745000,104.276094233006,-2027.13,99835.3,54684.2,176.9404754638672,2.0,-2475.89,32.74327115801134,36100,-0.657332,177,3.74182,234.09863007601234,17.694047927856445,0.0465858,821.638627978,-0.00435896,0.155397,609.31383984,10.6619,-1.94113,-0.0037316,1340.86,0.000379009,3210.5,1360.05,-2289.72,178000,41901.252936933706,45.7815,0.0219807,2.31481,0.0143342,-6.18523,-7.9996,-0.00535182,19078.0,-1.05654,2441.97,97.079264684995,34.1203
1.07679,12578.1,1787.3,2760000,102.76854817199637,-3554.95,88391.7,44858.5,187.13619995117188,2.0,-1813.91,32.431290567998076,36300,-0.609732,178,4.55045,231.57404836799105,18.713621139526367,0.190041,716.494063771,-0.00425881,0.184106,501.936908714,10.0695,-1.8418,-0.00367773,1386.28,0.000353282,1700.26,1431.03,-3542.21,179000,42131.7462055867,37.8259,0.0164369,2.1027,0.0355362,-5.35871,-6.17323,-0.00545391,13702.8,-1.20704,1821.43,96.3742096279966,25.606
0.0725604,12149.4,2605.23,2775000,101.9819001470023,-1598.28,143417.0,94048.2,188.5582275390625,2.0,-2685.98,32.36478642800648,36500,-0.670205,179,3.70478,229.6417598380067,18.855823516845703,0.23516,1149.53887704,-0.0043499,0.153764,533.201881714,11.5834,-2.1688,-0.00381524,1404.36,0.000389844,2147.22,1421.24,-1530.03,180000,42361.174278122715,34.5908,0.0198283,2.30361,0.0199744,-5.25143,-5.35125,-0.00539799,11812.1,-1.17719,2672.68,95.2950732629979,19.0083
0.216079,39793.1,2796.84,2790000,103.13739937100036,-3577.82,179588.0,90967.3,193.66424560546875,2.0,-2887.16,31.894487902020046,36700,-0.629661,180,3.99329,230.11477693502093,19.366424560546875,0.150531,86.9943443162,-0.00439431,0.179271,8.86106590853,11.1352,-2.28884,-0.00377581,1689.58,0.000396183,3282.34,1717.26,-3866.15,181000,42591.34496070273,45.0137,0.0188429,2.51012,0.0182154,-4.49584,-6.66499,-0.00551611,37850.7,-1.20034,2899.86,95.08288966200053,92.6577
0.174458,27349.8,2849.93,2805000,103.36083324799984,-2893.12,159306.0,37921.9,180.2515869140625,2.0,-2897.07,31.575021870987257,36900,-0.638903,181,4.0381,230.07599073498568,18.02515983581543,0.225032,637.412642168,-0.00429284,0.180859,230.593886498,11.4147,-2.0549,-0.00372485,1791.04,0.000369179,4948.59,1818.34,-3090.09,182000,42820.59535965971,45.498,0.0147537,2.59345,0.0159153,-5.09362,-6.49968,-0.00546779,27034.6,-1.14935,2936.84,95.14013561599859,95.4629
0.0477078,23598.0,3460.15,2820000,102.86679432600067,-3930.65,184814.0,63460.5,190.97918701171875,2.0,-3557.75,31.992832779978926,37100,-0.674145,182,4.29349,229.17633777697483,19.097919464111328,0.0471178,630.872892608,-0.0043686,0.199626,480.159574967,11.5311,-2.16826,-0.00379228,1904.24,0.000362171,4154.31,1924.5,-4047.34,183000,43049.58210955167,44.5062,0.0205475,2.45584,0.0208201,-4.28519,-6.5852,-0.00541506,23625.7,-1.16369,3522.92,94.31671067099523,60.5028
0.615875,29249.3,3677.74,2835000,103.75064191200363,-2035.59,277614.0,80747.9,185.63702392578125,2.0,-3748.06,31.648119511984987,37300,-0.678828,183,4.03633,229.52689526098402,18.563703536987305,0.253883,891.711637188,-0.00430419,0.193762,1604.55916871,12.1183,-2.18654,-0.00376792,1951.35,0.000338449,5794.55,1990.54,-1992.52,184000,43279.90990071566,44.9012,0.0154155,2.51497,0.0282946,-5.04771,-6.38984,-0.00535733,28678.6,-1.15531,3799.8,94.1281338369954,62.2305
0.265653,29224.7,4042.14,2850000,103.83464758899936,-2076.45,251783.0,76495.7,187.676025390625,2.0,-4153.18,31.912752065982204,37500,-0.701935,184,4.07338,230.67787901598058,18.767602920532227,0.13422,1565.89366243,-0.00435391,0.194618,2384.24028298,12.6372,-2.32343,-0.00372512,1962.62,0.000370048,7983.03,1978.88,-2242.46,185000,43510.874806263644,44.8639,0.0165268,2.71207,0.0275782,-4.75215,-5.72252,-0.00554519,28155.1,-1.15656,4114.2,94.93047936099902,61.5796
1.22347,16152.8,3670.07,2865000,103.71466440999939,-4044.03,162394.0,33321.8,245.42730712890625,2.0,-3749.86,32.00317399499181,37700,-0.660526,185,4.19122,230.93677548399137,24.5427303314209,0.320051,421.801485922,-0.00446899,0.177687,119.94555674,11.6698,-2.17492,-0.00381485,2113.16,0.000388435,3637.23,2176.64,-4235.53,186000,43740.59653361063,37.6427,0.00995742,2.33478,0.01554,-3.65966,-6.65164,-0.00546264,16575.2,-1.19783,3758.8,95.21893707900017,19.5611
0.300074,17494.9,3894.7,2880000,104.43511747199955,-3554.64,325636.0,74208.3,200.77154541015625,2.0,-3953.41,31.91801258303167,37900,-0.64296,186,4.64316,230.35845044703456,20.0771541595459,0.27077,307.955814566,-0.00432229,0.187405,372.575487859,11.331,-2.35034,-0.00372902,2222.36,0.000332857,9087.53,2252.13,-3496.69,187000,43972.56952851166,37.2424,0.0136643,2.3612,0.0132131,-6.10177,-7.54213,-0.0055678,17068.4,-1.09051,3902.95,94.00532039200334,31.2232
1.45354,30998.6,3749.47,2895000,103.20858618000057,-1466.06,355715.0,242987.0,232.11019897460938,2.0,-3781.26,32.13936884301074,38100,-0.617118,187,5.29254,230.96883884600538,23.21101951599121,0.369581,1527.43670722,-0.00434372,0.236401,2722.69200123,10.9163,-2.32834,-0.00388505,2965.1,0.000333088,10911.2,3001.42,-1473.82,188000,44204.38387748366,48.4451,0.0104743,2.40163,0.0672397,-5.31048,-5.99029,-0.00541532,30077.7,-1.0725,3836.39,95.62088382299407,33.0085
0.243752,33170.2,4796.31,2910000,105.58867038100288,-2668.84,397924.0,220630.0,219.34674072265625,2.0,-4895.48,32.959253126020485,38300,-0.659234,188,4.25015,235.01614168102242,21.934675216674805,0.113893,817.625638375,-0.00432899,0.207603,435.112082894,12.0509,-2.6894,-0.0038126,2165.52,0.000332246,12304.4,2196.2,-2121.92,189000,44438.39001563568,48.9493,0.0212474,2.84679,0.0124277,-5.39841,-6.40527,-0.00538559,32939.9,-1.06242,4968.77,96.46821817399905,76.2293
0.229725,44579.8,5020.54,2925000,105.46890812199854,-3154.26,383936.0,139340.0,208.74734497070312,2.0,-5095.28,32.54752874197584,38500,-0.675928,189,4.51763,233.47657995996997,20.87473487854004,0.318977,681.765802963,-0.00434201,0.237755,1237.03137263,12.4094,-2.48372,-0.00379892,2454.25,0.000336456,8858.66,2435.97,-2798.66,190000,44673.69821520266,45.1404,0.0106886,2.95546,0.016801,-2.3265,-11.9587,-0.00548717,42739.3,-1.10904,5090.99,95.46014309599559,69.1369
0.235571,20102.9,4214.55,2940000,105.40887784799997,-1892.36,323008.0,84425.5,217.69061279296875,2.0,-4267.74,32.74532963700767,38700,-0.674864,190,4.2211,235.44678005500464,21.769062042236328,0.576266,1400.7924041,-0.00436526,0.214306,1872.27292457,12.1603,-2.68461,-0.00388042,2136.58,0.000315394,5666.41,2138.21,-2323.82,191000,44908.513356840675,44.3527,0.00903462,2.64917,0.012711,-2.12077,-6.24567,-0.00551273,19394.4,-1.03528,4262.35,97.29257256999699,55.8088
0.349035,31391.0,5320.58,2955000,105.06080615699466,-1807.96,448144.0,116419.0,217.12098693847656,2.0,-5371.08,32.65011918295204,38900,-0.68353,191,4.05307,234.37395837594522,21.712099075317383,0.326824,21.2011853388,-0.00443988,0.19224,90.8397096325,12.5233,-2.63413,-0.00390654,2146.78,0.000340009,13917.0,2204.8,-1845.22,192000,45141.79283743764,48.7497,0.011255,2.74527,0.0113347,-7.29285,-7.42119,-0.00551903,31367.6,-1.13191,5439.4,96.66303303599852,59.3909
2.47842,25347.1,5010.57,2970000,104.2570326960049,-2107.82,355389.0,270792.0,246.3975067138672,2.0,-5145.81,32.45405692799977,39100,-0.7043,192,4.436,232.2809057080085,24.639751434326172,0.265074,444.575594969,-0.00442521,0.200195,249.083740574,11.7152,-2.9168,-0.00381176,2807.38,0.00035688,21249.1,2847.0,-2394.61,193000,45374.50498116965,44.133,0.0122988,2.44508,0.0505679,-6.06608,-6.15946,-0.00556432,29697.8,-1.04191,5074.59,95.56981608400383,42.2793
0.272666,62349.8,4894.43,2985000,104.99814629700268,-6839.31,464490.0,232035.0,228.90335083007812,2.0,-4955.65,32.57563114097866,39300,-0.684957,193,4.4739,233.5763568529801,22.890335083007812,0.343803,133.111929076,-0.00439268,0.24428,121.05973986,12.1972,-2.64023,-0.00390043,2885.13,0.000325205,13581.6,2912.13,-6700.64,194000,45608.00268430463,44.2783,0.012273,3.08366,0.0126307,-3.23606,-6.33459,-0.00565921,61376.8,-0.866905,5001.22,96.00257941499876,84.4365
0.421546,32423.6,4924.58,3000000,105.55019798200374,-6684.26,515200.0,276276.0,234.05404663085938,2.0,-5014.59,32.64172129704093,39500,-0.675501,194,4.39486,234.1174609760492,23.405405044555664,0.357736,24.848815475,-0.00434891,0.232841,22.5218783214,11.3082,-2.81752,-0.00378175,2545.45,0.000296424,11359.8,2548.71,-6552.88,195000,45842.50575912269,50.8466,0.0207265,2.86695,0.00791558,-4.2387,-7.26862,-0.00563059,31995.8,-0.814666,4962.02,95.92554169700452,82.4092
0.455876,54972.2,3793.07,3015000,105.81021060999774,-7175.55,445893.0,312325.0,354.87274169921875,2.0,-3884.49,32.554420703992946,39700,-0.694695,195,5.95626,234.67722527999285,35.487274169921875,0.476914,1277.34387761,-0.00436438,0.286946,182.322343122,10.4518,-2.59852,-0.00374343,2760.24,0.000322882,10773.2,2822.79,-7866.04,196000,46078.62090326567,47.4335,0.023363,2.9549,0.00856507,-7.1869,-7.87815,-0.00549647,55494.5,-0.472806,3833.26,96.31259396600217,86.929
